AccountID,CustomerID,BranchID,AccountType,Balance,OpenDate,Status
6547322886,7517,617,Checking,42991.36,2025-07-16,Active
7867986271,7795,350,Savings,5528.04,2025-06-28,Active
6020369944,3047,765,Credit,44769.01,2025-03-02,Active
7511615755,3617,214,Savings,33546.11,2026-03-17,Active
3201278742,6250,242,Savings,47030.93,2025-09-02,Active
3110503253,3306,194,Credit,43616.82,2025-01-17,Active
9862079412,8147,323,Credit,36238.23,2023-03-16,Active
9070082116,9750,338,Savings,43616.42,2023-03-17,Active
622042576,4660,259,Savings,13052.28,2025-09-27,Active
830251266,9568,195,Savings,43868.35,2021-12-06,Active
9902640991,8328,877,Savings,40076.25,2024-10-03,Active
4490268635,5001,617,Credit,22966.6,2022-12-20,Active
6922345853,9661,928,Checking,9438.06,2025-12-27,Active
4177200371,5569,716,Credit,14825.36,2025-02-24,Active
7442057019,4581,204,Checking,1164.33,2026-04-23,Active
3718759226,9692,263,Savings,6010.81,2024-06-17,Active
6936360766,7754,818,Credit,16153.98,2024-10-16,Active
9782582931,3421,106,Credit,41827.25,2026-02-18,Active
9004549573,5676,818,Credit,31035.29,2025-10-24,Active
855396373,2099,489,Savings,29768.31,2025-03-25,Active
2360311082,3522,532,Credit,16986.35,2022-10-17,Active
6150354449,138,125,Credit,33616.52,2025-12-03,Active
8679857324,5676,489,Savings,47122.14,2025-10-27,Active
3033236374,3004,814,Savings,20075.54,2021-12-21,Active
4318085572,7988,259,Credit,10987.99,2023-01-31,Active
3212617255,5879,792,Savings,18171.31,2024-09-09,Active
9420546014,8020,125,Checking,11122.07,2025-03-20,Active
413868075,1917,381,Savings,17617.67,2023-09-10,Active
2713596008,3380,127,Credit,9886.13,2024-05-28,Active
3477261834,4817,106,Credit,8900.28,2025-11-04,Active
9599008435,5568,765,Credit,15520.37,2023-07-13,Active
8312125622,8118,990,Savings,3588.84,2023-01-31,Closed
8267403315,3785,338,Credit,44212.21,2024-10-28,Active
2626220903,8414,320,Credit,4282.86,2026-03-12,Active
6232435041,5732,130,Credit,44840.5,2024-11-13,Active
7290734790,2853,617,Savings,8036.56,2025-11-04,Closed
7828157532,3489,263,Savings,39323.95,2026-03-24,Active
975552068,3312,242,Savings,4214.05,2026-04-02,Active
3820525427,9822,263,Checking,46673.48,2026-03-18,Active
4122045743,8742,259,Credit,35213.26,2024-09-28,Active
7793464534,2510,259,Credit,23658.6,2026-01-02,Active
8947713046,5153,704,Savings,32899.75,2024-07-26,Active
2727303120,773,881,Credit,22035.27,2026-01-12,Closed
7593345998,5796,125,Savings,18837.48,2024-03-02,Active
6002858454,2105,194,Credit,15755.08,2025-07-09,Active
5359398315,6485,384,Savings,28312.14,2026-04-19,Active
3337067131,1290,833,Savings,41098.33,2023-03-02,Active
4179636703,1628,467,Checking,4448.83,2024-06-16,Active
9255880182,8879,338,Savings,48219.16,2025-04-13,Active
3397756972,2051,328,Credit,2160.27,2024-06-28,Active
3865766655,161,444,Checking,37534.73,2026-01-18,Active
2614663568,2782,704,Credit,18529.36,2022-09-19,Active
5256205686,5331,792,Checking,29775.25,2023-03-04,Active
3677086142,5802,303,Checking,10043.58,2025-12-19,Active
6343111435,7213,489,Checking,39995.29,2026-02-23,Active
8141767854,7173,350,Credit,33540.95,2025-05-11,Active
1656323007,5265,130,Savings,46194.75,2025-04-10,Active
2499676025,66,529,Credit,14683.33,2022-08-26,Active
2244750381,7385,489,Savings,23496.98,2026-01-01,Active
7787714821,4809,833,Credit,41269.66,2024-11-26,Active
3308518686,1643,703,Checking,4944.87,2026-02-04,Active
4842299285,2868,127,Checking,42982.26,2026-03-26,Closed
1759869561,3969,444,Savings,9922.96,2025-10-29,Active
2984115643,5787,529,Credit,25331.77,2025-07-29,Active
2762744182,914,529,Checking,9423.27,2026-03-05,Closed
7270430884,5515,214,Savings,35981.54,2026-03-26,Active
7132828942,6992,125,Savings,28821.39,2023-07-27,Active
3143419271,316,703,Savings,35620.64,2024-11-17,Active
5913613290,775,833,Credit,30852.46,2026-03-17,Active
6587906813,3428,854,Savings,38185.87,2025-10-31,Active
9323579124,4443,328,Credit,35486.01,2026-04-07,Active
3562387582,4457,754,Credit,37652.67,2024-10-07,Active
5685131324,9320,765,Credit,14248.33,2025-10-25,Active
9912990216,5216,877,Savings,2599.2,2025-08-31,Active
4992932347,1102,990,Credit,34351.28,2026-01-30,Active
9549927202,8416,559,Checking,19435.13,2026-02-01,Active
7177588181,9035,242,Credit,10854.65,2026-02-19,Active
2733583223,2378,325,Checking,28362.61,2025-05-01,Active
7465400975,9433,704,Credit,42066.33,2023-12-12,Active
2610609005,8754,325,Credit,6515.91,2024-04-23,Active
9741488666,45,328,Credit,47759.4,2025-08-25,Active
6946433358,5932,529,Savings,37248.93,2025-06-07,Active
8577117872,525,384,Savings,35668.42,2024-12-18,Active
7578340270,5234,489,Checking,6394.42,2026-03-12,Active
6952417701,9783,350,Savings,6521.94,2026-01-29,Active
8682678771,3684,792,Credit,5456.97,2025-07-10,Active
6851714074,6615,765,Savings,39702.08,2023-06-15,Active
6433992106,8016,658,Checking,10390.73,2024-10-30,Active
6747301617,7552,195,Credit,12374.26,2025-02-15,Active
1184550307,2255,444,Credit,24496.61,2025-12-30,Closed
1298235387,2988,716,Savings,30880.8,2024-12-07,Closed
1984461015,6932,259,Savings,3224.21,2025-02-12,Active
7897996887,2090,338,Savings,37697.4,2025-06-22,Active
1474731513,5531,242,Savings,10803.45,2025-01-30,Active
2290153734,2778,325,Checking,38386.65,2026-01-15,Active
4415030442,3184,833,Checking,26796.72,2025-10-15,Active
1357369016,3199,195,Checking,11790.25,2024-08-06,Active
4337542300,3078,658,Savings,20172.35,2025-09-14,Active
134857828,5099,877,Savings,42293.26,2025-03-03,Closed
1970019599,7225,338,Savings,15145.97,2024-06-25,Active
6013876615,7011,881,Savings,15297.88,2026-01-24,Active
262880146,2334,242,Credit,42382.5,2026-01-02,Active
2338026463,8003,189,Credit,49031.29,2023-08-12,Active
5380145199,1733,199,Checking,44724.95,2026-01-23,Closed
951075546,8358,928,Savings,47924.34,2025-12-01,Active
4471700951,656,467,Savings,2998.4,2024-07-17,Active
9900420458,5578,381,Checking,15586.09,2025-10-31,Active
9607675138,6119,859,Credit,35260.73,2024-09-13,Active
7459900098,6851,263,Credit,45995.81,2025-11-20,Active
9045142311,3591,928,Savings,39481.22,2025-03-13,Active
3717267186,8061,350,Checking,15465.37,2023-02-12,Active
8418700024,3906,448,Credit,41808.31,2025-11-25,Closed
54655025,4079,132,Checking,1373.01,2026-03-04,Active
914201261,7516,854,Credit,36543.66,2024-06-01,Closed
7388219280,7300,833,Savings,18397.55,2024-10-30,Active
9027258959,699,833,Savings,31625.48,2026-03-28,Active
6856658554,9944,704,Checking,48950.12,2024-09-25,Active
5830144919,7979,529,Savings,15638.53,2024-07-09,Active
9006939002,9154,132,Checking,29311.94,2024-01-19,Closed
8549250209,1835,384,Checking,49313.92,2025-08-27,Active
8812355110,201,189,Credit,45863.99,2025-08-25,Active
3918153484,4023,617,Credit,37789.32,2025-12-21,Active
9098094305,1858,559,Checking,34405.36,2025-06-25,Closed
4990732595,869,189,Checking,33249.16,2025-07-08,Active
3451632762,6465,195,Savings,35145.96,2024-03-11,Active
9075259793,8218,130,Savings,25487.86,2024-07-07,Active
6132039885,7652,384,Credit,25648.39,2024-02-23,Active
204463829,8202,814,Credit,36293.71,2024-04-12,Active
8241758722,5825,529,Credit,29090.64,2025-10-04,Active
1082610955,4789,925,Checking,22959.4,2025-04-03,Closed
4480792737,4813,833,Checking,32400.58,2024-11-28,Active
9767866922,6154,877,Credit,45403.99,2024-03-19,Active
8395338827,3692,814,Credit,28596.33,2025-11-20,Active
8231502182,340,928,Credit,48140.88,2023-08-14,Active
4460836206,3346,854,Savings,33563.43,2025-12-25,Closed
541363532,6431,384,Savings,27145.73,2025-05-14,Active
8204079853,9936,106,Credit,15153.34,2025-07-12,Active
6860594026,3752,858,Savings,46972.05,2025-11-22,Active
4883064362,3741,859,Savings,45801.56,2026-02-25,Active
3299043428,1584,130,Checking,2062.91,2025-08-31,Active
776530267,6669,127,Checking,49922.82,2025-09-26,Active
4328959389,5527,858,Credit,14183.41,2025-10-08,Active
7129244193,7164,859,Checking,35628.68,2024-05-07,Active
3406459668,9335,833,Credit,3625.7,2023-10-24,Active
6437743422,4432,814,Credit,28404.89,2025-12-30,Active
8163730294,9677,325,Checking,15121.07,2023-12-29,Active
6619334263,8545,765,Credit,22266.6,2026-03-05,Active
7668523948,9303,818,Savings,24596.61,2025-02-02,Active
2565331243,3214,617,Savings,31587.97,2025-01-17,Active
1401265666,1119,130,Credit,11411.32,2023-01-12,Active
3512343329,5644,489,Checking,46731.72,2025-12-30,Closed
5262297731,3133,320,Savings,27967.77,2022-12-11,Active
4884150410,9444,877,Credit,43320.94,2024-02-04,Active
7424513063,1088,858,Checking,1691.11,2025-01-20,Active
436486303,9454,125,Savings,2481.87,2026-02-25,Active
242049785,2874,130,Checking,48855.29,2025-12-31,Active
5365001925,3522,303,Credit,12651.27,2023-02-04,Active
2827858163,8044,194,Checking,10964.69,2026-04-06,Active
2028519189,2443,323,Checking,14688.53,2025-11-12,Active
6284887617,2031,703,Credit,44940.36,2024-06-14,Active
9752581998,6448,792,Checking,38006.21,2025-10-29,Active
9648131948,7685,925,Credit,40747.95,2025-11-13,Active
6681616425,4823,194,Checking,48094.82,2024-08-13,Active
6674997006,2911,328,Checking,40800.79,2023-09-05,Active
9367085917,8123,130,Credit,38370.93,2024-10-22,Active
9321415523,5582,350,Savings,38354.76,2024-05-26,Suspended
9190985654,8034,320,Credit,21149.34,2025-10-29,Active
4730490498,2356,130,Credit,3112.33,2023-06-29,Active
5702392602,4497,877,Savings,40841.83,2023-09-21,Active
2641180615,6878,881,Credit,48693.72,2026-02-16,Active
285873517,10000,303,Savings,8667.83,2024-08-30,Active
3935207729,5750,325,Checking,49454.92,2025-06-03,Active
4497533469,8705,881,Savings,38965.51,2023-05-31,Active
2573915253,3510,818,Credit,18664.56,2023-11-09,Active
6220129939,7578,328,Credit,44224.5,2024-05-17,Active
5451365780,2916,381,Credit,29577.53,2024-12-30,Closed
7579267656,9914,350,Savings,19046.24,2023-09-07,Active
4901185070,18,259,Savings,31882.99,2024-10-02,Active
1270436719,2806,448,Savings,28913.31,2026-02-21,Active
4806422688,2635,489,Savings,15373.6,2025-10-22,Active
1973375689,8287,195,Checking,103.89,2025-04-19,Closed
872627976,3595,925,Credit,24899.24,2024-11-23,Active
5288685322,656,833,Savings,21239.32,2024-08-30,Closed
2294868026,9242,323,Credit,29880.45,2026-03-18,Active
838531040,8856,833,Credit,32312.16,2026-02-20,Active
5230296253,4982,925,Credit,25609.01,2023-12-29,Active
8884774108,9867,444,Checking,34968.98,2023-02-07,Active
4210798990,9525,204,Checking,18966.59,2025-11-27,Active
4021545783,6598,703,Savings,1379.13,2024-05-14,Active
4588388195,7708,127,Savings,48508.35,2025-11-18,Active
5042670800,8047,928,Savings,39327.9,2024-07-31,Active
2041045082,7932,444,Credit,44861.05,2022-07-19,Active
6678038261,3513,754,Credit,7251.26,2025-09-16,Active
9947014101,6858,195,Checking,1001.47,2022-10-18,Active
1346304459,3646,854,Checking,8747.89,2025-12-02,Closed
5608065785,6073,214,Savings,3893.65,2024-12-12,Active
9996268426,6443,323,Checking,34641.5,2023-12-18,Active
2198412860,50,106,Savings,41931.21,2022-07-11,Active
3708605445,7267,704,Checking,14394.86,2025-12-30,Active
2054567093,6946,765,Checking,7359.88,2025-09-06,Active
5933565700,8050,818,Savings,221.8,2023-03-19,Suspended
7452716021,2494,320,Credit,3063.49,2026-04-08,Closed
7483150537,998,859,Checking,12827.88,2026-03-30,Active
4003521294,8654,320,Savings,13714.5,2026-04-02,Active
964150979,9627,532,Credit,30189.86,2025-04-19,Active
9176419761,7838,925,Checking,32936.07,2026-02-26,Active
6767115101,3668,199,Credit,38313.44,2025-12-07,Active
6141853160,3207,194,Checking,26396.42,2024-06-16,Active
8816100201,9076,703,Checking,27629.84,2026-01-11,Active
3394298135,8553,877,Credit,7567.63,2026-03-13,Active
158618328,7331,189,Credit,43540.51,2025-10-03,Active
6674824067,8824,328,Savings,17494.77,2025-12-14,Active
9568650419,4088,617,Checking,24608.65,2025-03-08,Active
7339541797,9883,444,Credit,30823.19,2025-01-08,Active
8998814026,8037,704,Credit,31626.97,2023-02-19,Active
6537228950,9499,925,Credit,1350.77,2026-01-06,Closed
9320943113,4189,925,Savings,1620.98,2025-05-02,Active
5969413734,3418,195,Checking,29753.34,2025-12-21,Active
9867862604,5749,859,Credit,19791.08,2025-10-08,Active
6798241428,2528,833,Credit,31595.77,2025-11-09,Active
9323070751,1445,859,Savings,20267.54,2026-01-25,Active
8116770673,7280,467,Credit,42683.38,2026-02-23,Closed
6747456639,3751,881,Credit,24159.31,2026-04-13,Active
2544062728,1108,925,Checking,18008.25,2024-08-03,Active
616152681,4338,765,Credit,47486.06,2025-08-18,Active
4886208179,9315,704,Checking,1746.75,2026-01-31,Active
2321206093,7962,130,Checking,33464.8,2025-03-01,Active
3859945909,4200,854,Savings,5955.7,2026-01-21,Active
8441699194,3959,204,Savings,49197.66,2026-04-05,Active
3482725370,8161,658,Savings,17574.18,2026-01-02,Active
5180205939,4486,467,Credit,5640.42,2025-10-06,Active
9276596625,6699,199,Savings,4144.99,2025-02-26,Active
450160484,4934,214,Savings,11987.08,2023-07-13,Active
3118659296,7743,858,Savings,23408.62,2021-12-02,Active
9491534314,9821,990,Savings,23842.4,2026-02-15,Active
2303717655,6501,259,Credit,26217.5,2025-06-05,Active
8941761270,7620,854,Credit,46444.55,2025-12-20,Active
8529118078,3713,703,Credit,35631.28,2025-12-24,Active
2314002068,136,214,Credit,31133.6,2026-01-13,Active
3526452373,8372,765,Savings,44978.98,2025-04-24,Closed
3633212294,9314,792,Credit,48798.45,2023-06-16,Active
6207494281,5129,881,Checking,46495.84,2025-12-01,Active
4496805315,4380,263,Checking,15591.92,2025-08-20,Active
9224760640,3662,716,Credit,30407.25,2026-03-02,Active
892175710,3698,195,Savings,11819.03,2025-11-28,Active
7685065025,4812,263,Credit,19648.39,2025-11-14,Active
7116730554,7985,559,Credit,45910.69,2026-04-20,Active
3224910465,7285,529,Checking,7559.99,2025-11-04,Active
7395557226,7034,323,Savings,36550.04,2024-01-28,Active
7168025371,5305,532,Checking,47495.18,2023-04-27,Active
9133404833,8140,754,Checking,23064.7,2024-10-21,Active
8675727360,982,325,Savings,40266.14,2026-03-25,Suspended
522001184,7707,199,Credit,21901.17,2023-08-20,Active
342825256,8807,881,Checking,44866.25,2024-01-12,Active
2287663925,5872,532,Credit,18929.23,2026-01-11,Active
1320160317,161,242,Savings,25834.51,2025-12-22,Active
8015008408,2539,199,Checking,24948.16,2025-05-15,Active
520818836,896,214,Savings,30632.06,2025-12-07,Active
8771450806,1326,716,Savings,26534.15,2026-02-12,Closed
528353758,9313,704,Credit,44695.61,2026-03-25,Active
1407633783,2354,132,Savings,16009.05,2026-02-01,Closed
4877489454,5550,858,Checking,9156.73,2025-01-09,Active
7364295431,8784,263,Savings,14054.04,2023-08-27,Active
1719966564,9369,106,Savings,32832.11,2026-02-03,Closed
6575292711,6587,106,Credit,10033.84,2024-02-28,Closed
1726821602,3908,990,Checking,15909.89,2025-04-10,Active
338726436,9622,125,Savings,761.69,2026-04-23,Active
6870160337,7133,925,Savings,35448.11,2025-01-13,Active
5192554454,7068,189,Savings,45182.16,2024-10-18,Active
8849151511,1044,854,Credit,42594.58,2023-07-24,Active
6986328381,8233,448,Checking,3285.94,2025-04-07,Active
8465353235,408,320,Savings,28937.54,2022-09-03,Active
8399351344,8690,204,Checking,13842.22,2024-02-27,Active
2858984193,7223,384,Credit,30164.6,2023-06-01,Active
7089537254,9259,303,Checking,25315.16,2025-09-27,Closed
1613076219,3844,754,Credit,9435.97,2025-05-29,Active
5093562307,5909,204,Checking,25172.68,2025-09-18,Active
496885473,6281,859,Credit,46790.59,2026-01-31,Active
1246302080,9355,328,Checking,32665.33,2024-06-26,Active
2634723298,8951,716,Credit,49941.05,2024-02-22,Active
3912773429,5341,132,Credit,46793.66,2026-04-11,Active
2088037226,4454,130,Checking,29752.37,2025-08-12,Active
9270291557,7011,716,Savings,23006.88,2024-12-13,Active
7087369999,3060,559,Credit,42238.17,2024-12-03,Active
4315093457,6108,132,Credit,22922.2,2024-06-26,Active
1266952089,606,617,Savings,19090.09,2022-09-24,Active
5389700417,775,127,Savings,49829.76,2026-01-12,Active
7228248065,5059,130,Credit,19627.72,2023-08-07,Active
9040232315,173,328,Checking,42018.67,2026-01-19,Closed
8369987994,3624,617,Checking,20910.79,2026-04-18,Active
3829580396,6163,765,Checking,42337.37,2024-01-23,Active
8242240289,477,716,Credit,1138.92,2026-01-17,Active
7852211626,5911,448,Savings,34842.05,2024-03-09,Active
8483904304,7942,928,Credit,10716.75,2025-07-12,Active
160947098,9387,881,Checking,29223.51,2025-04-22,Closed
5250264,5053,559,Savings,11365.01,2025-01-12,Active
4209622941,9289,877,Checking,35276.59,2023-09-18,Active
1134123763,2498,350,Credit,39557.97,2026-02-08,Active
1802591028,6351,214,Credit,6325.0,2024-04-17,Active
3746768335,6924,130,Savings,3655.19,2025-04-01,Active
7016945819,5055,858,Savings,33811.26,2025-04-13,Active
5457134733,1322,328,Checking,40689.02,2024-09-06,Active
2486835953,2143,765,Credit,20884.91,2026-01-29,Active
3411264586,3843,559,Savings,9688.11,2026-03-02,Active
6766052970,9048,328,Checking,47424.0,2025-10-26,Active
3424324949,122,263,Credit,12244.0,2025-08-06,Suspended
6422252188,6062,792,Checking,24589.36,2024-12-26,Closed
3950794264,215,189,Savings,19355.26,2026-04-24,Active
746037541,2961,703,Savings,13287.03,2024-05-14,Active
7980892053,5971,833,Savings,20230.23,2025-10-08,Active
6481739217,9052,303,Savings,38044.57,2025-04-26,Active
8036608671,5467,990,Checking,1665.58,2025-07-09,Active
8422071492,9113,106,Credit,17548.71,2023-07-16,Active
1948517122,3527,928,Checking,16448.55,2026-03-20,Active
4824476125,871,350,Savings,13550.99,2026-02-05,Active
3815073363,5457,529,Credit,5416.11,2025-10-24,Active
3560527466,7879,529,Credit,48334.85,2023-09-25,Active
9484424183,4485,263,Credit,45995.28,2025-10-15,Active
3870392014,8692,384,Checking,17442.9,2024-11-07,Active
2119212740,1871,195,Savings,21441.52,2026-04-21,Active
6313143554,9776,259,Credit,17122.14,2026-01-07,Active
9545327289,1528,125,Checking,43397.1,2025-09-13,Active
5216018990,5955,833,Checking,45543.9,2023-10-10,Active
7563355529,8788,990,Savings,14595.68,2025-12-16,Active
1078332679,5449,532,Credit,34280.51,2025-06-30,Active
3081467801,8132,765,Savings,18092.8,2025-12-31,Active
8643434308,5771,263,Credit,2372.94,2024-05-31,Active
1499401504,4515,195,Checking,11726.29,2025-12-31,Active
8045966937,1676,765,Checking,9309.0,2024-04-29,Active
9390042794,4414,703,Savings,30733.77,2022-08-23,Active
1700368981,6424,328,Savings,19307.87,2024-05-25,Active
1125135741,8467,704,Savings,10974.38,2026-04-14,Active
3639479681,980,259,Savings,37618.15,2023-06-25,Active
3841584895,5911,350,Credit,10063.09,2024-02-26,Active
5824402929,3228,716,Savings,5772.77,2026-04-16,Active
575313061,7280,754,Checking,24308.82,2026-02-12,Active
7550388932,3075,323,Savings,22866.4,2025-01-26,Active
84526110,3137,818,Checking,37432.51,2026-03-10,Active
1168709536,1807,325,Savings,3899.54,2024-09-03,Active
923810879,6674,990,Checking,44068.23,2025-05-24,Active
3353437923,8951,617,Credit,47355.32,2025-11-30,Suspended
2762722902,4479,259,Checking,6093.99,2022-10-29,Active
6963791904,5147,881,Credit,34072.16,2026-04-09,Active
6941206762,8647,818,Savings,22404.56,2024-06-14,Active
3966818618,7400,658,Credit,23885.98,2025-07-17,Active
7518996760,6880,328,Credit,24406.46,2026-01-24,Active
8384283025,7198,559,Credit,28629.7,2023-04-10,Active
2038689728,6306,242,Credit,44920.72,2026-04-23,Active
1747509852,4302,204,Savings,6303.68,2025-08-09,Active
5057135307,9787,338,Savings,16753.76,2025-02-12,Active
8554955434,2066,195,Checking,18519.57,2026-03-24,Active
619132743,7078,532,Savings,27402.87,2023-08-19,Active
4355048664,6979,467,Checking,33575.01,2025-12-27,Active
919058248,6237,132,Credit,45515.1,2025-03-05,Active
428117108,5332,189,Checking,24663.49,2025-06-17,Closed
221696347,2937,214,Checking,40968.02,2026-03-22,Active
5606988599,1567,130,Savings,47045.08,2024-05-28,Active
1853798776,4896,381,Savings,44066.42,2024-08-25,Active
923900025,7786,765,Credit,13579.43,2025-06-21,Active
51536211,1453,658,Savings,3677.95,2025-09-29,Active
6010189505,1128,754,Credit,387.75,2026-04-04,Active
2803744849,6134,325,Credit,5196.42,2022-03-06,Closed
150959137,5650,328,Savings,29185.45,2025-06-24,Active
3403428729,9543,881,Credit,18021.2,2025-01-13,Active
582148285,3104,928,Savings,42888.08,2026-03-26,Active
1547867435,595,529,Checking,29778.88,2025-04-10,Active
2505651251,1277,384,Checking,26801.41,2024-02-03,Active
5750807259,8528,384,Checking,19192.7,2025-12-13,Active
6893058289,8675,854,Savings,35704.57,2021-12-11,Closed
257408117,381,925,Credit,1669.72,2025-04-20,Closed
1045373626,5108,194,Savings,13846.13,2023-10-22,Active
52932290,3869,214,Credit,442.06,2025-12-01,Active
1981675903,4288,716,Credit,36213.82,2025-11-24,Active
384293243,780,703,Checking,41948.01,2025-12-19,Active
3344458177,3458,859,Checking,8949.78,2025-11-21,Active
1939053184,6187,532,Credit,49734.83,2024-10-30,Active
401683351,7488,858,Checking,10415.76,2025-06-12,Active
8767129684,6992,263,Savings,3056.6,2026-01-27,Active
3799325926,2395,448,Savings,44541.21,2026-03-30,Active
5969349809,788,132,Savings,11767.81,2023-12-31,Active
797308582,2308,792,Savings,37905.27,2021-08-01,Active
5385398600,5998,132,Credit,10380.94,2025-12-28,Closed
7617012756,5636,189,Credit,23465.08,2025-02-10,Active
3403105235,5001,127,Checking,9817.46,2024-05-20,Active
9066501334,9625,765,Savings,7338.83,2025-05-18,Active
4588754519,6224,859,Credit,1372.52,2024-09-16,Active
6248267598,7511,792,Savings,12837.44,2026-03-08,Active
5346712044,5149,350,Savings,32770.79,2025-02-15,Active
5590047612,6337,195,Checking,39577.17,2026-02-11,Active
565838870,1459,881,Checking,21767.06,2023-08-26,Active
619440350,810,448,Checking,34936.97,2025-12-20,Closed
1706439544,2840,765,Checking,2203.2,2026-03-07,Active
